,f1_score1,f1_score2,f1_score,roc_auc,recall,prec,acc,score_arr,depth,num_node,can
0,0.8864150943396225,0.8846893564936813,0.8706473899683618,0.8834126573225559,0.8543777089783282,0.8879102853346978,0.8864150943396227,"[[406.0, 69.2], [51.2, 533.6]]",14.4,110.2,"[1, 0.03, 0.03, 1, 2]"
1,0.8875471698113209,0.8858735492804396,0.8720808286646378,0.8845173210614916,0.8552189296771339,0.8897533373799797,0.8875471698113209,"[[406.4, 68.8], [50.4, 534.4]]",14.2,102.8,"[1, 0.04, 0.04, 1, 2]"
2,0.8898113207547169,0.8880842701324848,0.874189761512504,0.886491778916288,0.8543785935426802,0.8949965481212064,0.8898113207547169,"[[406.0, 69.2], [47.6, 537.2]]",15.4,115.0,"[2, 0.03, 0.03, 1, 2]"
3,0.8924528301886792,0.8906886628540681,0.8768108540055886,0.8888880372846826,0.8543847854931446,0.9005118533253189,0.8924528301886792,"[[406.0, 69.2], [44.8, 540.0]]",13.8,102.6,"[2, 0.04, 0.04, 1, 2]"
4,0.8896226415094339,0.8878808238402414,0.8740120126475125,0.8863114399254609,0.8543697478991596,0.8950621501379942,0.8896226415094339,"[[406.0, 69.2], [47.8, 537.0]]",14.0,113.4,"[3, 0.03, 0.03, 1, 2]"
5,0.8884905660377358,0.8867273846888463,0.8726844029764692,0.8850509292767444,0.8518469703670941,0.8950051523143296,0.8884905660377358,"[[404.8, 70.4], [47.8, 537.0]]",13.6,97.6,"[3, 0.04, 0.04, 1, 2]"
6,0.881320754716981,0.8793400525196194,0.8640145581236741,0.8774119265549564,0.8396470588235294,0.8905988699704981,0.881320754716981,"[[399.0, 76.2], [49.6, 535.2]]",16.2,124.0,"[5, 0.03, 0.03, 1, 2]"
7,0.8869811320754717,0.8850312408973648,0.8701466846143117,0.8829355444024429,0.8438549314462627,0.8986385791932664,0.8869811320754716,"[[401.0, 74.2], [45.6, 539.2]]",15.6,121.8,"[5, 0.04, 0.04, 1, 2]"
8,0.8856603773584905,0.8836645235826225,0.8685043475106721,0.8815864920830144,0.8421760283060593,0.8969830953010112,0.8856603773584905,"[[400.2, 75.0], [46.2, 538.6]]",13.8,125.2,"[7, 0.03, 0.03, 1, 2]"
9,0.8858490566037736,0.883815389486554,0.8686371864686645,0.881670175096826,0.8413241928350287,0.8988653673455579,0.8858490566037736,"[[399.8, 75.4], [45.6, 539.2]]",15.0,109.0,"[7, 0.04, 0.04, 1, 2]"
10,0.8832075471698113,0.8812725332586581,0.8662024500130385,0.8794377118233093,0.8430119416187527,0.8911442406459684,0.8832075471698113,"[[400.6, 74.6], [49.2, 535.6]]",13.2,113.4,"[10, 0.03, 0.03, 1, 2]"
11,0.8852830188679246,0.8835213056162207,0.8692713665797239,0.8819919027304414,0.8501716054842989,0.8896423873051313,0.8852830188679246,"[[404.0, 71.2], [50.4, 534.4]]",14.0,111.4,"[10, 0.04, 0.04, 1, 2]"
