,f1_score1,f1_score2,f1_score,roc_auc,recall,prec,acc,score_arr,depth,num_node,can,score_train
0,0.8877358490566037,0.8861526658995014,0.8727272727272727,0.8849070450097849,0.8571428571428571,0.8888888888888888,0.8877358490566037,"[[408  68]
 [ 51 533]]",26,265,"[1, 1, 2]",0.9507075471698113
1,0.8735849056603773,0.872403422218549,0.860125260960334,0.8728416023943825,0.865546218487395,0.8547717842323651,0.8735849056603774,"[[412  64]
 [ 70 514]]",16,339,"[10, 1, 2]",0.934433962264151
2,0.8679245283018869,0.8666407856331507,0.8535564853556485,0.8669275929549902,0.8571428571428571,0.85,0.8679245283018868,"[[408  68]
 [ 72 512]]",18,340,"[50, 1, 2]",0.9174528301886793
3,0.8773584905660378,0.8767247795717394,0.8678861788617886,0.8791800966962127,0.8970588235294118,0.8405511811023622,0.8773584905660378,"[[427  49]
 [ 81 503]]",33,370,"[100, 1, 2]",0.9068396226415094
