,describe_tree,can,f1_score1,roc_auc,recall,prec,acc,score_arr,depth,num_node,score_train
0,"{split_feature:attribute_11,split_value:0.16766666666666669,gini_value:0.3477873905209382,train_num_sample:166,depth:0,left_tree:{split_feature:attribute_45,split_value:0.1586,gini_value:0.17515933260672864,train_num_sample:59,depth:1,left_tree:{leaf_value:1.0,train_num_sample:42,depth:2},right_tree:{split_feature:attribute_20,split_value:0.4797,gini_value:0.18103908875330632,train_num_sample:17,depth:2,left_tree:{split_feature:attribute_52,split_value:0.0173,gini_value:0.00029891304347826097,train_num_sample:10,depth:3,left_tree:{leaf_value:1.0,train_num_sample:8,depth:4},right_tree:{leaf_value:0.0,train_num_sample:2,depth:4}},right_tree:{leaf_value:0.0,train_num_sample:7,depth:3}}},right_tree:{split_feature:attribute_16,split_value:0.675709090909091,gini_value:0.27564290263732083,train_num_sample:107,depth:1,left_tree:{split_feature:attribute_26,split_value:0.2736,gini_value:0.19852675930817548,train_num_sample:87,depth:2,left_tree:{leaf_value:1.0,train_num_sample:3,depth:3},right_tree:{split_feature:attribute_9,split_value:0.0955,gini_value:0.14581047993087068,train_num_sample:84,depth:3,left_tree:{split_feature:attribute_22,split_value:0.5991,gini_value:0.1540359017200831,train_num_sample:10,depth:4,left_tree:{leaf_value:1.0,train_num_sample:5,depth:5},right_tree:{leaf_value:0.0,train_num_sample:5,depth:5}},right_tree:{split_feature:attribute_20,split_value:0.9399,gini_value:0.04873535711805465,train_num_sample:74,depth:4,left_tree:{leaf_value:0.0,train_num_sample:72,depth:5},right_tree:{leaf_value:1.0,train_num_sample:2,depth:5}}}},right_tree:{split_feature:attribute_55,split_value:0.018,gini_value:0.08751975376635834,train_num_sample:20,depth:2,left_tree:{leaf_value:1.0,train_num_sample:16,depth:3},right_tree:{leaf_value:0.0,train_num_sample:4,depth:3}}}}","[1, 2]",0.6153846153846154,0.640909090909091,0.6,0.631578947368421,0.6428571428571429,"[[12  8]
 [ 7 15]]",5,11,0.9698795180722891
1,"{split_feature:attribute_11,split_value:0.19699999999999993,gini_value:0.3516642692167407,train_num_sample:166,depth:0,left_tree:{split_feature:attribute_4,split_value:0.0505,gini_value:0.2377330521637803,train_num_sample:71,depth:1,left_tree:{split_feature:attribute_49,split_value:0.0777,gini_value:0.09782092655329284,train_num_sample:51,depth:2,left_tree:{leaf_value:1.0,train_num_sample:48,depth:3},right_tree:{leaf_value:0.0,train_num_sample:3,depth:3}},right_tree:{split_feature:attribute_45,split_value:0.1556,gini_value:0.21510653202121016,train_num_sample:20,depth:2,left_tree:{split_feature:attribute_9,split_value:0.0548,gini_value:3.220858895705518e-05,train_num_sample:11,depth:3,left_tree:{leaf_value:0.0,train_num_sample:3,depth:4},right_tree:{leaf_value:1.0,train_num_sample:8,depth:4}},right_tree:{leaf_value:0.0,train_num_sample:9,depth:3}}},right_tree:{split_feature:attribute_52,split_value:0.0038,gini_value:0.2882173848630372,train_num_sample:95,depth:1,left_tree:{leaf_value:1.0,train_num_sample:5,depth:2},right_tree:{split_feature:attribute_6,split_value:0.2431,gini_value:0.24190487264026678,train_num_sample:90,depth:2,left_tree:{split_feature:attribute_37,split_value:0.4773,gini_value:0.1964546632491863,train_num_sample:86,depth:3,left_tree:{leaf_value:0.0,train_num_sample:63,depth:4},right_tree:{split_feature:attribute_45,split_value:0.2611,gini_value:0.07292592957604331,train_num_sample:23,depth:4,left_tree:{leaf_value:1.0,train_num_sample:11,depth:5},right_tree:{leaf_value:0.0,train_num_sample:12,depth:5}}},right_tree:{leaf_value:1.0,train_num_sample:4,depth:3}}}}","[1, 2]",0.75,0.7613636363636364,0.75,0.75,0.7619047619047619,"[[15  5]
 [ 5 17]]",5,10,0.9578313253012049
2,"{split_feature:attribute_12,split_value:0.22503333333333334,gini_value:0.35799292808858474,train_num_sample:166,depth:0,left_tree:{split_feature:attribute_21,split_value:0.7852,gini_value:0.21762547230816634,train_num_sample:69,depth:1,left_tree:{split_feature:attribute_44,split_value:0.2998,gini_value:0.07302452957815876,train_num_sample:52,depth:2,left_tree:{leaf_value:1.0,train_num_sample:44,depth:3},right_tree:{split_feature:attribute_56,split_value:0.0065,gini_value:0.0001315789473684211,train_num_sample:8,depth:3,left_tree:{leaf_value:0.0,train_num_sample:4,depth:4},right_tree:{leaf_value:1.0,train_num_sample:4,depth:4}}},right_tree:{split_feature:attribute_39,split_value:0.1694,gini_value:0.09554582510242898,train_num_sample:17,depth:2,left_tree:{leaf_value:1.0,train_num_sample:7,depth:3},right_tree:{leaf_value:0.0,train_num_sample:10,depth:3}}},right_tree:{split_feature:attribute_27,split_value:0.8345,gini_value:0.2923004015364651,train_num_sample:97,depth:1,left_tree:{split_feature:attribute_58,split_value:0.0067,gini_value:0.2833464360563999,train_num_sample:50,depth:2,left_tree:{leaf_value:1.0,train_num_sample:15,depth:3},right_tree:{split_feature:attribute_59,split_value:0.0069999999999999,gini_value:0.17279636398314435,train_num_sample:35,depth:3,left_tree:{split_feature:attribute_14,split_value:0.3335,gini_value:0.0003598971722365038,train_num_sample:10,depth:4,left_tree:{leaf_value:1.0,train_num_sample:7,depth:5},right_tree:{leaf_value:0.0,train_num_sample:3,depth:5}},right_tree:{leaf_value:0.0,train_num_sample:25,depth:4}}},right_tree:{leaf_value:0.0,train_num_sample:47,depth:2}}}","[1, 2]",0.6046511627906976,0.602974828375286,0.6842105263157895,0.5416666666666666,0.5952380952380952,"[[13  6]
 [11 12]]",4,10,0.9698795180722891
3,"{split_feature:attribute_11,split_value:0.19780606060606057,gini_value:0.36914449479212136,train_num_sample:167,depth:0,left_tree:{split_feature:attribute_4,split_value:0.0505,gini_value:0.2505395493866577,train_num_sample:71,depth:1,left_tree:{split_feature:attribute_28,split_value:0.9578,gini_value:0.10176770057074183,train_num_sample:52,depth:2,left_tree:{split_feature:attribute_53,split_value:0.0014,gini_value:0.024170236107831616,train_num_sample:48,depth:3,left_tree:{leaf_value:0.0,train_num_sample:3,depth:4},right_tree:{leaf_value:1.0,train_num_sample:45,depth:4}},right_tree:{leaf_value:0.0,train_num_sample:4,depth:3}},right_tree:{split_feature:attribute_46,split_value:0.0779,gini_value:0.17655864476432304,train_num_sample:19,depth:2,left_tree:{leaf_value:1.0,train_num_sample:5,depth:3},right_tree:{split_feature:attribute_59,split_value:0.0066,gini_value:0.0883835282161213,train_num_sample:14,depth:3,left_tree:{leaf_value:1.0,train_num_sample:3,depth:4},right_tree:{leaf_value:0.0,train_num_sample:11,depth:4}}}},right_tree:{split_feature:attribute_27,split_value:0.8145,gini_value:0.2897624140840826,train_num_sample:96,depth:1,left_tree:{split_feature:attribute_52,split_value:0.0067,gini_value:0.35795094826197554,train_num_sample:53,depth:2,left_tree:{leaf_value:1.0,train_num_sample:9,depth:3},right_tree:{split_feature:attribute_21,split_value:0.5605,gini_value:0.2858351675569904,train_num_sample:44,depth:3,left_tree:{split_feature:attribute_45,split_value:0.2611,gini_value:8.003841844085168e-05,train_num_sample:14,depth:4,left_tree:{leaf_value:1.0,train_num_sample:10,depth:5},right_tree:{leaf_value:0.0,train_num_sample:4,depth:5}},right_tree:{split_feature:attribute_58,split_value:0.002,gini_value:0.11820452402210624,train_num_sample:30,depth:4,left_tree:{leaf_value:1.0,train_num_sample:2,depth:5},right_tree:{split_feature:attribute_11,split_value:0.5533,gini_value:0.0422885644339651,train_num_sample:28,depth:5,left_tree:{leaf_value:0.0,train_num_sample:25,depth:6},right_tree:{leaf_value:1.0,train_num_sample:3,depth:6}}}}},right_tree:{leaf_value:0.0,train_num_sample:43,depth:2}}}","[1, 2]",0.7368421052631579,0.7547846889952152,0.7368421052631579,0.7368421052631579,0.7560975609756098,"[[14  5]
 [ 5 17]]",6,13,0.9700598802395209
4,"{split_feature:attribute_11,split_value:0.17842121212121215,gini_value:0.36127110659364237,train_num_sample:167,depth:0,left_tree:{split_feature:attribute_16,split_value:0.2978,gini_value:0.20825878978758317,train_num_sample:64,depth:1,left_tree:{leaf_value:1.0,train_num_sample:41,depth:2},right_tree:{split_feature:attribute_45,split_value:0.1556,gini_value:0.20188995702295667,train_num_sample:23,depth:2,left_tree:{split_feature:attribute_44,split_value:0.1901,gini_value:0.12261491209740971,train_num_sample:14,depth:3,left_tree:{leaf_value:1.0,train_num_sample:12,depth:4},right_tree:{leaf_value:0.0,train_num_sample:2,depth:4}},right_tree:{leaf_value:0.0,train_num_sample:9,depth:3}}},right_tree:{split_feature:attribute_27,split_value:0.8145,gini_value:0.3044292327090038,train_num_sample:103,depth:1,left_tree:{split_feature:attribute_51,split_value:0.0154,gini_value:0.3445535989831607,train_num_sample:56,depth:2,left_tree:{split_feature:attribute_7,split_value:0.1285,gini_value:0.28994394570764825,train_num_sample:30,depth:3,left_tree:{split_feature:attribute_45,split_value:0.1173,gini_value:0.20918037718285376,train_num_sample:14,depth:4,left_tree:{leaf_value:0.0,train_num_sample:6,depth:5},right_tree:{split_feature:attribute_18,split_value:0.5279,gini_value:3.4257617281960147e-05,train_num_sample:8,depth:5,left_tree:{leaf_value:0.0,train_num_sample:2,depth:6},right_tree:{leaf_value:1.0,train_num_sample:6,depth:6}}},right_tree:{leaf_value:1.0,train_num_sample:16,depth:4}},right_tree:{split_feature:attribute_39,split_value:0.1252,gini_value:0.13766458728106143,train_num_sample:26,depth:3,left_tree:{leaf_value:1.0,train_num_sample:2,depth:4},right_tree:{leaf_value:0.0,train_num_sample:24,depth:4}}},right_tree:{split_feature:attribute_9,split_value:0.074,gini_value:0.023714550462397916,train_num_sample:47,depth:2,left_tree:{leaf_value:1.0,train_num_sample:3,depth:3},right_tree:{leaf_value:0.0,train_num_sample:44,depth:3}}}}","[1, 2]",0.6486486486486486,0.6794258373205742,0.631578947368421,0.6666666666666666,0.6829268292682927,"[[12  7]
 [ 6 16]]",5,12,0.9640718562874252
