,f1_score1,f1_score2,f1_score,roc_auc,recall,prec,acc,score_arr,depth,num_node,can
0,0.9468537414965986,0.9461176512341126,0.9500131525251447,0.9490740740740741,0.9267195767195767,0.9806451612903226,0.9468537414965986,"[[25.6, 2.0], [0.6, 20.6]]",1.0,2.0,"[1, 2]"
