,f1_score1,f1_score2,f1_score,roc_auc,recall,prec,acc,score_arr,depth,num_node,can,score_train
0,0.6585365853658537,0.6566985645933014,0.631578947368421,0.6566985645933014,0.631578947368421,0.631578947368421,0.6585365853658537,"[[12  7]
 [ 7 15]]",5,12,"[1, 1]",0.9580838323353293
1,0.6829268292682927,0.6798798798798797,0.6486486486486486,0.6794258373205742,0.631578947368421,0.6666666666666666,0.6829268292682927,"[[12  7]
 [ 6 16]]",5,11,"[1, 2]",0.9520958083832335
