,lda_class_all,var_class_all,dist_class_all,can
0,"{7: [0.1653600847894141, 0.6784984858622823, 0.6387873624846636, 0.38835384296885844, 0.13102486705492408, 0.051175014010056315, 0.7719803500477492, 0.6476967592730231, 0.12200068507060559, 0.3378046490243356, 1.0879768656212088, 0.28874046115410756], 6: [0.5115493286133745, 0.5755580052702565, 0.6817518440461428, 0.598381822141653, 0.8916850463371928, 0.23520322397366045, 0.386900795150958, 0.16789992549811936, 0.8759368633614729, 0.5726296125392187, 0.4384713219756116, 0.5123034081425758], 5: [0.8223863426941522, 1.3693035242476252, 0.5837975404140845, 0.5649616880472532, 0.9533302261590801, 0.697798763089718, 0.7156659248800741, 0.0806770130669476, 1.1584106897089408, 0.5022412388733319, 0.3416764446587108], 4: [0.6123359887463217, 0.6706517366757991, 0.36960962264755765, 0.7897839710915843, 0.7542966255612331, 0.6026731297188557, 0.31794861606815855, 0.45340910927189, 0.12565693785588997, 0.49390841652309236, 0.08880805302732876], 3: [0.8690634643014572, 0.9309668710213523, 0.5944931025795905, 0.29726510981898785, 0.7483559167735254, 0.7795607435551807], 2: [0.7954559618630047, 1.0514089943480356, 0.6321783716004815, 0.743814231532551], 9: [0.0665198609878393, 0.5981133755565621, 0.5585268055239495, 0.27446583173169053, 0.11546099825362185, 0.2206686164902999, 0.4266184897125791], 11: [0.06399988369933744], 10: [0.2958654214678595, 0.23167133165480067, 0.08343822368056152], 8: [0.8250417065009995, 0.27270330341205606, 0.0909243483049529, 0.3710694985306756, 0.5283690157523532, 0.5079409232420073, 0.11791792889550184, 0.27578322101069663], 1: [0.934807430269797, 1.294341777051304], 0: [1.743824033418814]}","{7: [0.5577331196561831, 0.8288678421224439, 0.7944434274950628, 0.8681417217158988, 0.49138318725390484, 0.36536986898354545, 0.8992886455044438, 0.8602139815917682, 0.9167559539142707, 0.831422373095017, 0.7869789479761079, 0.7930813549549659], 6: [0.8559991997245999, 0.9094320436951289, 0.7451396352309612, 0.8619093797947398, 0.9316482469102233, 0.5966381863261105, 0.91695630735593, 0.5154446374746066, 0.8674323035807581, 0.7689949336574351, 0.8164603944015616, 0.7740394479055603], 5: [0.9497159343722507, 0.907826568424644, 0.9643503744929415, 0.7366193045006152, 0.9336097712795663, 0.9079287271234947, 0.9054980461219828, 0.5592757710470722, 0.8152563715128937, 0.7216614470525469, 0.7517866480334096], 4: [0.8876610261887429, 0.979729083687264, 0.7060677423686875, 0.9512268133262405, 0.9112119549251214, 0.8755875833049844, 0.8223423860045243, 0.9198410328471832, 0.4502880871457264, 0.8428231072766099, 0.41004667627733854], 3: [0.8395099013691136, 0.9568822247711317, 0.9398003094508084, 0.9196796221569958, 0.9636147397106857, 0.8574630923726961], 2: [0.9447319220042139, 0.9764733687036689, 0.8478880501734998, 0.9394019344960748], 9: [0.7019552542864235, 0.8230244831572261, 0.7800603927373935, 0.9107280836824387, 0.4063148302173076, 0.7954824455243121, 0.6425504476298781], 11: [0.6534840985368084], 10: [0.660063341248285, 0.6305888383439493, 0.3677868051603124], 8: [0.7646262158512052, 0.7566573498976767, 0.4123875097751866, 0.6646465703892436, 0.8523799387539202, 0.7798345674745671, 0.4455053647873655, 0.6419875382288914], 1: [0.9677291045461256, 0.914500021014807], 0: [0.927022815841087]}","{0: [0.008718904315079603], 1: [0.004569208128735636, 0.006199100309519361], 2: [0.015012949785793272, 0.004727865420415805, 0.0029734012743861267, 0.005685141205907555], 3: [0, 0.017563845550110185, 0.004772645763172812, 0.004395217816281954, 0.005377411098906301, 0.20708833339049995, 0.0052753035459308945, 0.015027904634250036], 4: [0, 0.016486287670540625, 0.005147221019903789, 0.02801670446171939, 0.008839995324610463, 0.007820092845935095, 0.016207528740274903, 0.028424177690141127, 0.006675166156813767, 0.11140460619158268, 0.016688394195405326, 0.02754258535105149], 5: [0.02362646530867464, 0, 0.016384436337640144, 0.006050711816153207, 0, 0.04237920251242319, 0, 0.010432060178777534, 0.07975999128693471, 0.007844489124702059, 0.16957065334832847, 0.022143971595245077, 0.10862229254056585, 0.08456458328586813, 0.014027676338811246, 0.013633323451752393, 0, 0.4171743803470479, 0.030074989117862206, 0.21983040088642966, 0.131131638447558, 0.19496509388068947], 6: [0.027230885989510532, 0, 0.011623351767229855, 0.049434714356538186, 0.011406345986085782, 0.010803260580822762, 0, 0.0533802747268162, 0.00909326912397804, 0.0430590676307401, 0.10359338896924149, 0.01028099367371373, 0.18266205347592024, 0.027528521979600575, 0.34782718256401857, 0, 0.01240082516386179, 0.010053788192758668, 0.13455817698548342, 0.01574812221315596, 0.18625086738010546, 0.06477795571924654], 7: [0.03447857846506754, 0.07268176977862736, 0.017767411489754498, 0.27278267770262254, 0.05944161371150959, 0, 0.13987171564437686, 0.015601365438017396, 0.011288887362297263, 0.05780878000697023, 0, 0.07654264267113095, 0.018530166870478308, 0.04212486296059934, 0.33295245181405897, 0.08332543665131573, 0.09962357452194368, 0.013272703887818756, 0.01223781218013187, 0, 0.03060562445461525, 0, 0.0551057759181081, 0], 8: [0.2951723155840692, 0.12169289324706922, 0.025110613357458837, 0, 0.016930901001530066, 0, 0.07920763619189179, 0.02512213471202985, 0.1748272259793298, 0, 0, 0.4492499646254986, 0.0704811923263352, 0.020530462679362798, 0, 0.05392620663117388, 0, 0.33837502328757696, 0.02991382348171579, 0.08006461250667143, 0.021121209779717095, 0, 0, 0.0834191129750882], 9: [0.04529104229474682, 0.020476935561006233, 0.037952969970236776, 0.0801578651653447, 0, 0.31986592206164166, 0.10560887461102964, 0.030516799197765176, 0.03073348088815935, 0.09195649963000016, 0.04655300312199743, 0.35, 0.2878737796579703, 0, 0, 0.05633825569670918], 10: [0, 0.19600480109739368, 0.03192131626064384, 0, 0.05241451299193152, 0, 0, 0.09533869055240182, 0, 0.2085931029503357, 0, 0.11352145618944565, 0.09261009137382764, 0], 11: [0.11130541420755961, 0.06752107268003842, 0.0950031073954801, 0, 0, 0.3183219713581578], 12: [0.20490849716446125, 0]}","[1, 1, 2]"
1,"{5: [0.13637975421747683, 0.6319554966962679, 0.6008950971251381, 0.5837975404140845, 0.17786814123754735, 0.6913847724527938, 0.6447381793475984, 0.30889350096691465, 0.4950855125447044, 0.33552800974808533, 0.13910352589746341, 0.3822191696961038, 0.5432244903925433, 0.662411813381851], 4: [0.22172716130870548, 0.4859218768790669, 0.8249305194030685, 0.9505012597360791, 0.49455025715823825, 0.6572611035061123, 0.10156666313976037, 0.2682998125514487, 1.0293582781062014, 0.09676105093537259, 0.3158424005680959], 3: [0.5724752713446134, 0.6350026534154329, 0.5944931025795905, 0.20069802645339876, 0.6077544519842023, 0.7987060119734793, 0.6559481794991138], 2: [0.6427950316147455, 1.0514089943480356, 0.6697467387337261, 0.742557704577331], 7: [0.4468953134161609, 0.4494047828497852, 0.42529595047059304, 0.0807406730630054, 0.6387873624846636, 0.3129545632904689, 0.1532846952551533, 0.9421397394197235, 0.38027910719516383, 0.4946236782177771, 0.15038143029807324, 0.281675462207257, 0.2267998889384968, 0.07126598922957818], 6: [0.5447740626362116, 0.5409434674622574, 0.5571281051290137, 0.598381822141653, 0.301370108465911, 0.43107225256984594, 0.28444674553184796, 0.07747172110178259, 0.5477821101967303, 0.6762745107563913, 0.08264323696423069, 0.6695146275809223, 0.46446536064956073, 0.1734070810403639, 0.43671671690742064, 0.25988384023248984, 0.1777334678473791], 9: [0.0449803094695114, 0.09340428483470678, 0.5585268055239495, 0.08523858952843957, 0.18768063275321872, 0.25627427541554043, 0.1337901723870556, 0.3617104005309882, 0.38619239040492725], 8: [0.37294880852445517, 0.10357937963298708, 0.0970094761981779, 0.27270330341205606, 0.1104191560045446, 0.3355305072696231, 0.20875235287694238, 0.504296793453596, 0.25825953865769924, 0.05615258518846364], 11: [0.157060080452919], 10: [0.23167133165480067, 0.13359474081419845, 0.08265256574882894], 1: [0.934807430269797, 1.1129140727370266], 0: [1.743824033418814]}","{5: [0.47379212257097847, 0.8790384858400382, 0.8982953896788507, 0.9643503744929415, 0.4569152282719569, 0.8769746898822901, 0.8954587748112942, 0.5805877604907704, 0.9324105379468179, 0.6019417088473809, 0.7817623197123805, 0.9140904081147707, 0.8874861101921631, 0.7062695998980933], 4: [0.7213041825781964, 0.7270041845555664, 0.9264870934898656, 0.9505838472136183, 0.9577202075999667, 0.9370647593293949, 0.8263692813392379, 0.727529111913958, 0.9280013130168048, 0.4804319598558037, 0.7682958912324407], 3: [0.8846616112189156, 0.9804681959450953, 0.9398003094508084, 0.5820930962262376, 0.7906768979765469, 0.967240698083696, 0.8628536415423117], 2: [0.9177288571740712, 0.9764733687036689, 0.8916863863708506, 0.9342079315685753], 7: [0.7297170669086249, 0.6861415845992421, 0.6998346720423099, 0.5772480353947196, 0.7944434274950628, 0.5424113478728073, 0.5105427241996986, 0.8898232412233504, 0.7100506163761795, 0.8048105444708326, 0.34131255507689856, 0.7290522230637195, 0.4808516639977912, 0.8938196534852518], 6: [0.8298249449373434, 0.8834826028613074, 0.8770227474596433, 0.8619093797947398, 0.7558941958671658, 0.8114576455022403, 0.6871785629504155, 0.7478442579456992, 0.8764846837000881, 0.8678352698182163, 0.5793383577638442, 0.7750407898709858, 0.8865761469499782, 0.5617588479326063, 0.7900508983721962, 0.9676725600968469, 0.8656091609461346], 9: [0.46116001711757876, 0.4626784389783234, 0.7800603927373935, 0.6782436071387956, 0.6545092402931925, 0.9043362911942351, 0.42946696774478016, 0.8593710790869529, 0.8152314199583104], 8: [0.5893204653628847, 0.59671540340718, 0.447841355095368, 0.7566573498976767, 0.8940739844331159, 0.7494075240396573, 0.5851846059615486, 0.6325410146320618, 0.79799124954351, 0.4260276896097138], 11: [0.46110266246548237], 10: [0.6305888383439493, 0.5060602968029935, 0.6755985939067068], 1: [0.9677291045461256, 0.916137814654732], 0: [0.927022815841087]}","{0: [0.008718904315079603], 1: [0.004569208128735636, 0.006199100309519361], 2: [0.015012949785793272, 0.004727865420415805, 0.005582586089962008, 0.006125909184843884], 3: [0.37705639683241066, 0.020879098322315656, 0.004772645763172812, 0.004395217816281954, 0.029899284074388577, 0.006741027527384105, 0.005827536836938224, 0.01533167494758452], 4: [0.023392133091402364, 0.05210248164399606, 0.011795177556349545, 0.006267986753019, 0.008839995324610463, 0.007820092845935095, 0.3425534894398531, 0.08706068091246728, 0.30400213158841066, 0.008381539570609612, 0.006916696254690394, 0.10004672004064703, 0.020400313613734077, 0.0207296211193507], 5: [0.09094044287912505, 0.10471651210961527, 0.07580104721810343, 0.28450613095868116, 0.017185955241732404, 0.013331958146294037, 0.006050711816153207, 0.07981204895018298, 0.012041099764804742, 0.020653227819101443, 0.05459241336814924, 0.011343387594385832, 0, 0.366852641960498, 0.034697737139297566, 0.177935828307306, 0.005730285590365677, 0.011623666769827073, 0.33990523306791454, 0, 0.22158847939245044, 0.04952418470084475], 6: [0.24261785356013518, 0, 0.023409409366609065, 0.1467067951533117, 0.017570371053478327, 0.035806926320895785, 0.011406345986085782, 0.010803260580822762, 0.19088724523522232, 0, 0.01685958755806424, 0, 0.02691152233002233, 0.059192549975053924, 0, 0.10359338896924149, 0.01594422720504039, 0.044571187036735946, 0.05253700605502001, 0.14265107058200102, 0.7, 0, 0.01586031724683942, 0.013702378761629368, 0.03727494152860149, 0.018881671096336615, 0.05555241386498176, 0.10125953972693442], 7: [0, 0.026588124597937614, 0, 0.026597880259745448, 0, 0.054420267516565236, 0.13987171564437686, 0.015601365438017396, 0.040112780584128725, 0, 0.20632312874671976, 0.05025549114920842, 0.13459131047484219, 0, 0.45, 0, 0, 0.023628158065378185, 0, 0.05568921314752284, 0, 0.6, 0.014262912932194439, 0.02098411537365593, 0.15089009897672, 0.0238857948088909, 0.11116090107832118, 0.2727715001052967, 0.03465265711030266, 0.07716008533228551, 0, 0.07973195593953683, 0, 0.23996992310395554], 8: [0.1945054200798506, 0.04212872644140695, 0.03434929644696812, 0.17358254712641924, 0, 0.06525321759259259, 0.3, 0, 0.016930901001530066, 0, 0.08387134911397956, 0.20122466573208006, 0, 0.31785709108163734, 0.022387582494556416, 0.028723030008934575, 0.1035440598954239, 0.1577213511856396, 0.03419545433772556, 0.22701119552759064, 0, 0.3210895691609978, 0, 0.05417092284467153, 0.13180501304951636, 0, 0.5, 0], 9: [0.0529447167790967, 0.11429422061524344, 0, 0.3, 0, 0.2018773233543368, 0.037952969970236776, 0.0801578651653447, 0, 0.3052127064311542, 0.12567547800121967, 0.04766544630245668, 0.11168990488191524, 0.09006601115462677, 0.1301101874373857, 0.55, 0, 0.07622671020907314, 0.6, 0], 10: [0, 0.27351679906545207, 0, 0.6, 0.05241451299193152, 0, 0, 0.5, 0.15696943552760517, 0, 0.20374750948257123, 0, 0, 0.2574706436185242, 0, 0.12233975395194858, 0.0913434427115222, 0], 11: [0.0950031073954801, 0, 0, 0.3705269366981379, 0.5, 0], 12: [0, 0.17983751657994082]}","[2, 1, 2]"
2,"{7: [0.1074222933153569, 0.698114357856092, 0.5728285780775358, 0.16300929539272788, 0.3299458709999527, 0.1147388649506385, 0.1485682447934337, 0.4346973300943093, 0.39797659156689774, 0.48126916035738143, 0.7723759586060133, 0.4943410666935952, 0.06911791592372668, 1.1690825952432082, 0.5968890482895262], 6: [0.22931881477729213, 0.5208882760849741, 0.3973121842289396, 0.1358634991463322, 0.08082230901181, 0.597255684792329, 0.262472991862341, 0.3087013042829627, 0.8201832908504463, 0.7075562192311807, 0.4887737546273079, 0.16455027082925444, 0.792358210595142], 5: [0.4632881482554978, 0.5345598488050034, 0.3966353092096384, 0.5105457713102685, 0.4499966340334467, 0.1836703217455885, 0.2526235862458829, 0.1529222507588157, 0.507004049235777, 0.9379099103740717, 0.717789478648165], 10: [0.2596653941593087, 0.16133383275979532, 0.09225233201279483, 0.14641473035366162, 0.21670029776129845, 0.11160605838615835, 0.7459617299284235, 0.8673491342140159, 0.7598478997168893, 0.19011964822239974, 0.2523670571826493], 9: [0.2299902580090885, 0.16980039672051828, 0.14019725887915319, 0.20600432347361766, 0.11754143137356077, 0.23213862706063373, 0.3648867667873182, 0.19613864682754104, 0.562234259782496, 0.6269089166533569, 0.34853742219803513, 0.07155123620169795, 0.11501268560697867], 8: [0.3719124668640495, 0.08998440034185058, 0.13630290324926778, 0.1351242107178577, 0.24401778061677604, 0.18320642277717608, 0.23544848980729563, 0.39168875719673424, 0.3958187583775383, 0.591424501968037, 0.11861105293759341, 0.5519923662459355, 0.1343280954386444, 0.1534076457690135], 4: [0.6235359221079567, 0.44191137339441244, 0.14914560351136094, 0.5774450867065071, 0.353686697530344, 0.08973010536190239, 0.2473227044141564, 0.4722814740421662, 0.6261569031177865, 1.0053228493766326, 0.06895879545981994], 3: [0.7030745655711976, 0.5926223115863967, 0.5397650547857243, 0.2566823756332121, 0.407857608057651, 0.8930833778383671, 0.5484083327227003], 2: [0.6470282809782382, 0.6489158311476598, 0.32562163239426495, 1.0301138482494872], 1: [0.9137032108464682, 1.1577301296068703], 11: [0.08592871927131435, 0.14877027405202406, 0.27347296698820733, 0.10626727358717598, 0.16099884314401525, 0.28247190810256834, 0.42277846300479016, 0.324261538222857], 12: [0.045015644417358676, 0.06531761834754665, 0.3361266287646777, 0.21031660165493063], 13: [0.12385581024635839], 0: [1.420473948272314]}","{7: [0.6698461401190962, 0.7794130579742428, 0.7945368686948542, 0.5432762298744961, 0.5816235703667517, 0.7480379343773079, 0.6895066189832413, 0.906975458518104, 0.8333663886030817, 0.888504107181496, 0.9581594308135531, 0.7043116903893187, 0.3861391704038422, 0.9406138626887509, 0.7145125512229115], 6: [0.9151843748958954, 0.8802121275940745, 0.7442607670395165, 0.32485486991326623, 0.7370293381739473, 0.7176018751455725, 0.48133365472404394, 0.530759118905907, 0.8658528340806109, 0.9140569221309732, 0.8538946519445789, 0.471241242384491, 0.8617395997891517], 5: [0.6074033534527891, 0.8007894402248094, 0.8477262590669408, 0.7679296979580023, 0.8345318228679307, 0.8444982362246113, 0.5985091531308244, 0.5939686865170026, 0.9296810429203062, 0.9668015370830644, 0.9423829419268873], 10: [0.4759987838307965, 0.4802729240710279, 0.6343689293455097, 0.8561171927046638, 0.5801445264519489, 0.57012696571102, 0.676210576398013, 0.9262620720731829, 0.7770607926074246, 0.8127421518286716, 0.9487919860346435], 9: [0.6266739164872224, 0.7443032607322837, 0.7025119708472911, 0.9081769807540042, 0.7471339078263135, 0.6270466909125522, 0.7375715263130893, 0.9194635207880959, 0.8871141431318068, 0.8430612095352625, 0.6375102848462174, 0.5637252400115742, 0.4742519151641507], 8: [0.7000924902416931, 0.39366869117105724, 0.7692477059356205, 0.6505066288386623, 0.6303520845153576, 0.5545156744801639, 0.5864579851221592, 0.7457381295844244, 0.72181760974945, 0.923771531697932, 0.6023274900326944, 0.841209021840968, 0.4177523833542791, 0.47651730730183395], 4: [0.8444939442210515, 0.9077766370426386, 0.4846775618592371, 0.8311470791630821, 0.5763818011609828, 0.37257858075270467, 0.8770548828399777, 0.7478829401602177, 0.9188558519023055, 0.9441342083231796, 0.7241873211688409], 3: [0.9302203022649318, 0.9358236639250584, 0.9887624462821423, 0.6127211598993316, 0.7041787917124741, 0.9260273302285031, 0.6457181069172024], 2: [0.9304958463314504, 0.9593278377646349, 0.8512837538899081, 0.9709594525348149], 1: [0.932618720739566, 0.9734583519394415], 11: [0.4314680085455344, 0.394289797980161, 0.6405774828710074, 0.7665278039642366, 0.44745739670657547, 0.6573719299196529, 0.7802000481937303, 0.9395963638357375], 12: [0.76849321599736, 0.32089033567916675, 0.9324611941540534, 0.8855684113822466], 13: [0.8047411302636976], 0: [0.9596840094462095]}","{0: [0.008718904315079603], 1: [0.004838151446254943, 0.009255295034873386], 2: [0.005467337098352849, 0.005016462607146296, 0.011455739358522897, 0.008168116405536677], 3: [0.011823291774961709, 0.006292749859114245, 0.06380582584716576, 0.00622498185801401, 0.046887328400638216, 0.030519107245847516, 0.00754688935220648, 0.04961422149843439], 4: [0.015728374233892027, 0, 0.009273603378599263, 0.13470256708358286, 0.0093574106520448, 0.02019315030298681, 0.11234609085444267, 0.19283036679213442, 0.06309181972092104, 0.1805994191584383, 0.004718359427541979, 0.009430601606443474, 0.09522231809930089, 0.08789997968526721], 5: [0.06830760349410551, 0.013650400560287523, 0.1185704363114605, 0.01629630971700116, 0.3250781374451144, 0, 0.03522797602465106, 0.012787895956355757, 0.21749047406741734, 0.03365407409681063, 0, 0.42904271618587586, 0.3156548921606699, 0, 0.39586080666265755, 0.09916673705139388, 0, 0.007802381325885578, 0.006594964866981304, 0.02050147683094032, 0.7, 0], 6: [0.09244383442029455, 0.45, 0.017926467044809036, 0.09515922761567563, 0.028245250553115976, 0.0796613078727807, 0.12792886591460415, 0.08863195107208918, 0.16390019648471607, 0.03015352956034754, 0.65, 0, 0, 0.07907551668069791, 0, 0.2594830290863615, 0.1352958174032603, 0.013253701144064383, 0.006419903385253609, 0.01633003640548002, 0.06959383654061384, 0.02648120621135868], 7: [0.16036860837364475, 0, 0.032412525626693445, 0, 0.04136651230008656, 0, 0, 0.24370874516496474, 0, 0.585159783588624, 0.0372555191048334, 0.04181539926006037, 0.2991208681657722, 0.1533864255776694, 0, 0.21547036780084156, 0.011158842568553373, 0.026233839469767595, 0.00753151533115899, 0.009110756928754958, 0.15489617656177918, 0.025369160317650234, 0.17899742171051947, 0, 0.026431581492530797, 0.06495092665515562], 8: [0, 0.5499999999999999, 0.03676009581341384, 0, 0.05912873334072655, 0, 0, 0.11846846570501497, 0.07816965192887629, 0.20772149694937392, 0, 0.49999999999999983, 0.7, 0, 0.027315374298872104, 0.04827971686921597, 0.0511668847227121, 0.20694113271745498, 0.01156694211466976, 0.0172276033722275, 0.011203298376023964, 0.20025607683172914, 0.03077446323810158, 0.19692120134041233, 0.6, 0, 0.020660204831173073, 0.13444764020719274, 0.09130376975020331, 0.08509305834392626], 9: [0, 0.06782215785782934, 0.30935202415424956, 0.308464462046682, 0.31125344106624653, 0, 0, 0.5, 0.07743883014476026, 0.09188275529487407, 0.19956565111632613, 0.16512153426165424, 0.143824079156213, 0.5230849953802764, 0.10032694621379931, 0.016635771157006214, 0.020980580851031556, 0.08605915444711679, 0.018454715221550184, 0.021390414417829247, 0, 0.45, 0.032741525596462866, 0.12692572750552888, 0.28009067901234574, 0, 0, 0.2425139085989138], 10: [0, 0.1218935238583451, 0, 0.24824928017966813, 0.6, 0, 0, 0.28935428272213637, 0.3097254951246845, 0, 0.06428862729379488, 0.14542378692470528, 0.06606595942429823, 0.04657890747401118, 0, 0.11944916958109127, 0.028462576661366434, 0.0326987617358987, 0, 0.02532908392179419, 0.11977068764470371, 0.05836587998012259, 0.55, 0, 0, 0.5], 11: [0, 0.18720438631259081, 0, 0.19915432330887625, 0.4999999999999999, 0, 0.2170873502540107, 0, 0.1347514025129803, 0, 0.4891851398265434, 0, 0.02158662011566738, 0.13863459751570084, 0.05306683925938007, 0.03484230698854274, 0.026711864344798098, 0.21255019094284008, 0.2998481355846767, 0, 0.09475221379885815, 0], 12: [0.35, 0, 0, 0.3191774024178201, 0.06230832840786329, 0.0585765020175706, 0, 0.6, 0.20355121698913567, 0.1898056666306033, 0.10437967494291307, 0.057861038048317624, 0, 0.05007478744590077, 0, 0.11734838428686814], 13: [0.45, 0, 0.24999999999999983, 0, 0, 0.0917152207469313, 0.30947843868962105, 0], 14: [0.3309717846995503, 0]}","[3, 1, 2]"
