,f1_score1,f1_score2,f1_score,roc_auc,recall,prec,acc,score_arr,depth,num_node,can
0,0.8779245283018868,0.8767193600766946,0.8646180385636303,0.8771812060264921,0.8699495798319328,0.8596757937026993,0.8779245283018868,"[[413.4, 61.8], [67.6, 517.2]]",15.6,289.4,"[1, 0.04, 0.04, 1, 2]"
1,0.8790566037735849,0.8778954700788685,0.8661467918569414,0.8785207458355387,0.873315347191508,0.859626501256189,0.8790566037735849,"[[415.0, 60.2], [68.0, 516.8]]",15.2,281.4,"[1, 0.05, 0.05, 1, 2]"
2,0.880188679245283,0.8789797608259035,0.8670111485157104,0.8793909822335753,0.8716346749226005,0.8629000537376548,0.880188679245283,"[[414.2, 61.0], [66.0, 518.8]]",15.2,275.2,"[1, 0.06, 0.06, 1, 2]"
3,0.8796226415094338,0.8783892766969006,0.8662997335187838,0.8787602878505588,0.870373286156568,0.8628333256153045,0.8796226415094338,"[[413.6, 61.6], [66.0, 518.8]]",15.2,266.6,"[1, 0.07, 0.07, 1, 2]"
4,0.8805660377358491,0.8793855454831091,0.8675260468423864,0.8798120348651542,0.8724767801857585,0.8629066396622221,0.8805660377358491,"[[414.6, 60.6], [66.0, 518.8]]",15.8,253.6,"[1, 0.08, 0.08, 1, 2]"
5,0.8754716981132077,0.8741528850015486,0.8613523695145051,0.8743270819096131,0.8632162759840778,0.8598072734409608,0.8754716981132076,"[[410.2, 65.0], [67.0, 517.8]]",15.4,300.6,"[1.1, 0.04, 0.04, 1, 2]"
6,0.8762264150943396,0.8749263514244052,0.8623558707607764,0.8752479171802936,0.8657417072091995,0.8596599430139211,0.8762264150943396,"[[411.4, 63.8], [67.4, 517.4]]",15.6,290.2,"[1.1, 0.05, 0.05, 1, 2]"
7,0.8767924528301887,0.875575104821601,0.8633920836822064,0.8760761000053803,0.869107474568775,0.8582020443371128,0.8767924528301887,"[[413.0, 62.2], [68.4, 516.4]]",15.6,279.6,"[1.1, 0.06, 0.06, 1, 2]"
8,0.8771698113207547,0.8759541021088733,0.8637863106278718,0.8764181299236645,0.8691083591331269,0.8589259852285235,0.8771698113207547,"[[413.0, 62.2], [68.0, 516.8]]",15.2,279.8,"[1.1, 0.07, 0.07, 1, 2]"
9,0.8762264150943396,0.8750375091266507,0.8629696389425648,0.8756041924839371,0.8695311808934101,0.8569382838141099,0.8762264150943396,"[[413.2, 62.0], [69.2, 515.6]]",15.4,262.2,"[1.1, 0.08, 0.08, 1, 2]"
10,0.8758490566037735,0.8745952197011484,0.8621807683303204,0.8749484133586514,0.8661654135338346,0.8586970686083667,0.8758490566037735,"[[411.6, 63.6], [68.0, 516.8]]",15.4,304.6,"[1.2, 0.04, 0.04, 1, 2]"
11,0.8767924528301887,0.8755155305752126,0.8630727549344208,0.8758429930639735,0.8665864661654135,0.8602160794692859,0.8767924528301887,"[[411.8, 63.4], [67.2, 517.6]]",15.6,297.6,"[1.2, 0.05, 0.05, 1, 2]"
12,0.8775471698113207,0.8763267830615004,0.8642581780370577,0.8768824436398337,0.870375939849624,0.8590102940564204,0.8775471698113207,"[[413.6, 61.6], [68.2, 516.6]]",15.6,289.6,"[1.2, 0.06, 0.06, 1, 2]"
13,0.8781132075471698,0.8768651918507044,0.8646244172385724,0.8772375049848012,0.8686917293233082,0.861195841769302,0.8781132075471698,"[[412.8, 62.4], [66.8, 518.0]]",15.6,283.4,"[1.2, 0.07, 0.07, 1, 2]"
14,0.8771698113207547,0.875916991280772,0.8637112958470308,0.8763443952553753,0.8682724458204334,0.8601238023014283,0.8771698113207547,"[[412.6, 62.6], [67.6, 517.2]]",15.2,274.2,"[1.2, 0.08, 0.08, 1, 2]"
15,0.8750943396226415,0.8739146221893644,0.8618483168752178,0.8745408711244836,0.8691110128261832,0.8551808745195885,0.8750943396226415,"[[413.0, 62.2], [70.2, 514.6]]",14.8,302.8,"[1.3, 0.04, 0.04, 1, 2]"
16,0.8758490566037735,0.8746044036171442,0.8622254075444691,0.8749879995035006,0.8665864661654135,0.8583445032047832,0.8758490566037734,"[[411.8, 63.4], [68.2, 516.6]]",15.6,305.8,"[1.3, 0.05, 0.05, 1, 2]"
17,0.8756603773584904,0.8744298528731601,0.8621749278904334,0.8749362600492845,0.8678505086245025,0.8572201152003649,0.8756603773584904,"[[412.4, 62.8], [69.0, 515.8]]",15.6,293.0,"[1.3, 0.06, 0.06, 1, 2]"
18,0.8767924528301887,0.8756114747214209,0.863678934510712,0.8762772698342273,0.8712180451127818,0.8569277333632366,0.8767924528301887,"[[414.0, 61.2], [69.4, 515.4]]",15.8,294.2,"[1.3, 0.07, 0.07, 1, 2]"
19,0.8788679245283019,0.8776702127055854,0.8657318605744428,0.8781979264003311,0.8716382131800089,0.8605303485057598,0.8788679245283019,"[[414.2, 61.0], [67.4, 517.4]]",16.2,285.6,"[1.3, 0.08, 0.08, 1, 2]"
20,0.8760377358490565,0.8748922569050084,0.8630273525774644,0.8755534742764057,0.8707943387881467,0.8557873496041092,0.8760377358490568,"[[413.8, 61.4], [70.0, 514.8]]",14.8,307.2,"[1.4, 0.04, 0.04, 1, 2]"
21,0.8730188679245282,0.8717770569124215,0.8592954979303726,0.8722659946421768,0.8649031402034497,0.8542668483833065,0.8730188679245282,"[[411.0, 64.2], [70.4, 514.4]]",15.6,305.8,"[1.4, 0.05, 0.05, 1, 2]"
22,0.8762264150943396,0.8750529782347043,0.8630982245603473,0.8757250063059259,0.8707961079168509,0.8560970832518453,0.8762264150943396,"[[413.8, 61.4], [69.8, 515.0]]",15.8,297.2,"[1.4, 0.06, 0.06, 1, 2]"
23,0.8750943396226415,0.87384846365794,0.8614908418192435,0.8743435322588169,0.8670075187969924,0.8566898345336569,0.8750943396226415,"[[412.0, 63.2], [69.2, 515.6]]",15.8,296.4,"[1.4, 0.07, 0.07, 1, 2]"
24,0.8762264150943396,0.875076228854757,0.8632513112541058,0.8758044713013966,0.8716382131800089,0.8556075302027967,0.8762264150943396,"[[414.2, 61.0], [70.2, 514.6]]",16.0,289.6,"[1.4, 0.08, 0.08, 1, 2]"
25,0.8773584905660377,0.8762183974089053,0.8644546997063685,0.8768692561897108,0.8720583812472358,0.857406117108915,0.8773584905660377,"[[414.4, 60.8], [69.2, 515.6]]",14.6,311.0,"[1.5, 0.04, 0.04, 1, 2]"
26,0.8730188679245284,0.8718705444071102,0.8598669875621152,0.8726595079974571,0.8691118973905351,0.851244438767249,0.8730188679245284,"[[413.0, 62.2], [72.4, 512.4]]",15.0,307.2,"[1.5, 0.05, 0.05, 1, 2]"
27,0.8733962264150943,0.8722352063536452,0.8601676207323482,0.8729623876060325,0.8686908447589563,0.8522180325108056,0.8733962264150943,"[[412.8, 62.4], [71.8, 513.0]]",15.8,302.6,"[1.5, 0.06, 0.06, 1, 2]"
28,0.8718867924528302,0.8707415591675233,0.8587002832010683,0.871633437583711,0.8691145510835913,0.8489543097904182,0.8718867924528302,"[[413.0, 62.2], [73.6, 511.2]]",15.8,298.6,"[1.5, 0.07, 0.07, 1, 2]"
29,0.8732075471698113,0.8720721143626001,0.8601668712191508,0.8729887991948301,0.8707978770455551,0.8502936319405613,0.8732075471698113,"[[413.8, 61.4], [73.0, 511.8]]",16.0,294.6,"[1.5, 0.08, 0.08, 1, 2]"
