,f1_score1,f1_score2,f1_score,roc_auc,recall,prec,acc,score_arr,depth,num_node,can
0,0.8822641509433963,0.8805856739564885,0.8664686350614466,0.8794566900836462,0.8522759840778417,0.8813559340201247,0.8822641509433963,"[[405.0, 70.2], [54.6, 530.2]]",18.8,157.0,"[1, 2]"
