,f1_score1,f1_score2,f1_score,roc_auc,recall,prec,acc,score_arr,depth,num_node,can,score_train
0,0.8858490566037736,0.8842392653263837,0.8705882352941178,0.8830004604581558,0.8550420168067226,0.8867102396514162,0.8858490566037736,"[[407  69]
 [ 52 532]]",11,84,"[1, 2]",0.9233490566037735
