,f1_score1,f1_score2,f1_score,roc_auc,recall,prec,acc,score_arr,depth,num_node,can
0,0.8411111111111111,0.840891851102635,0.8386675406017536,0.8411111111111111,0.8266666666666665,0.853257223902854,0.8411111111111111,"[[74.4, 15.6], [13.0, 77.0]]",13.4,42.6,"[0.9, 1, 2]"
1,0.8422222222222222,0.8420198612314383,0.8400139334817137,0.8422222222222222,0.8288888888888888,0.8535584097579264,0.8422222222222222,"[[74.6, 15.4], [13.0, 77.0]]",13.2,41.0,"[1.0, 1, 2]"
